Name, Educith,Destination, 40,Total Wait, 6,	Wait at Stop, 3,	Time on bus, 3,
Name, Belequior,Destination, 40,Total Wait, 6,	Wait at Stop, 3,	Time on bus, 3,
Name, Bellobeitur,Destination, 40,Total Wait, 11,	Wait at Stop, 4,	Time on bus, 7,
Name, Educith,Destination, 40,Total Wait, 6,	Wait at Stop, 3,	Time on bus, 3,
Name, Belequior,Destination, 40,Total Wait, 6,	Wait at Stop, 3,	Time on bus, 3,
Name, Evequium,Destination, 40,Total Wait, 8,	Wait at Stop, 6,	Time on bus, 2,
Name, Bellobeitur,Destination, 40,Total Wait, 11,	Wait at Stop, 4,	Time on bus, 7,
Name, Educith,Destination, 40,Total Wait, 6,	Wait at Stop, 3,	Time on bus, 3,
Name, Belequior,Destination, 40,Total Wait, 6,	Wait at Stop, 3,	Time on bus, 3,
Name, Evequium,Destination, 40,Total Wait, 8,	Wait at Stop, 6,	Time on bus, 2,
Name, Xaniaceus,Destination, 40,Total Wait, 6,	Wait at Stop, 4,	Time on bus, 2,
Name, Bellobeitur,Destination, 40,Total Wait, 11,	Wait at Stop, 4,	Time on bus, 7,
Name, Educith,Destination, 40,Total Wait, 6,	Wait at Stop, 3,	Time on bus, 3,
Name, Belequior,Destination, 40,Total Wait, 6,	Wait at Stop, 3,	Time on bus, 3,
Name, Evequium,Destination, 40,Total Wait, 8,	Wait at Stop, 6,	Time on bus, 2,
Name, Xaniaceus,Destination, 40,Total Wait, 6,	Wait at Stop, 4,	Time on bus, 2,
Name, Xanequisith,Destination, 40,Total Wait, 5,	Wait at Stop, 3,	Time on bus, 2,
Name, Bellobeitur,Destination, 40,Total Wait, 11,	Wait at Stop, 4,	Time on bus, 7,
Name, Educith,Destination, 40,Total Wait, 6,	Wait at Stop, 3,	Time on bus, 3,
Name, Belequior,Destination, 40,Total Wait, 6,	Wait at Stop, 3,	Time on bus, 3,
Name, Evequium,Destination, 40,Total Wait, 8,	Wait at Stop, 6,	Time on bus, 2,
Name, Xaniaceus,Destination, 40,Total Wait, 6,	Wait at Stop, 4,	Time on bus, 2,
Name, Xanequisith,Destination, 40,Total Wait, 5,	Wait at Stop, 3,	Time on bus, 2,
Name, Xanilleator,Destination, 40,Total Wait, 5,	Wait at Stop, 3,	Time on bus, 2,
Name, Amoraor,Destination, 50,Total Wait, 15,	Wait at Stop, 5,	Time on bus, 10,
Name, Amoraor,Destination, 50,Total Wait, 15,	Wait at Stop, 5,	Time on bus, 10,
Name, Narilleator,Destination, 50,Total Wait, 13,	Wait at Stop, 3,	Time on bus, 10,
Name, Amoraor,Destination, 50,Total Wait, 15,	Wait at Stop, 5,	Time on bus, 10,
Name, Narilleator,Destination, 50,Total Wait, 13,	Wait at Stop, 3,	Time on bus, 10,
Name, Evapollith,Destination, 50,Total Wait, 12,	Wait at Stop, 2,	Time on bus, 10,
Name, Amoraor,Destination, 50,Total Wait, 15,	Wait at Stop, 5,	Time on bus, 10,
Name, Narilleator,Destination, 50,Total Wait, 13,	Wait at Stop, 3,	Time on bus, 10,
Name, Evapollith,Destination, 50,Total Wait, 12,	Wait at Stop, 2,	Time on bus, 10,
Name, Equiith,Destination, 50,Total Wait, 8,	Wait at Stop, 6,	Time on bus, 2,
Name, Amoraor,Destination, 50,Total Wait, 15,	Wait at Stop, 5,	Time on bus, 10,
Name, Narilleator,Destination, 50,Total Wait, 13,	Wait at Stop, 3,	Time on bus, 10,
Name, Evapollith,Destination, 50,Total Wait, 12,	Wait at Stop, 2,	Time on bus, 10,
Name, Equiith,Destination, 50,Total Wait, 8,	Wait at Stop, 6,	Time on bus, 2,
Name, Belobeais,Destination, 50,Total Wait, 7,	Wait at Stop, 5,	Time on bus, 2,
Name, Amoraor,Destination, 50,Total Wait, 15,	Wait at Stop, 5,	Time on bus, 10,
Name, Narilleator,Destination, 50,Total Wait, 13,	Wait at Stop, 3,	Time on bus, 10,
Name, Evapollith,Destination, 50,Total Wait, 12,	Wait at Stop, 2,	Time on bus, 10,
Name, Equiith,Destination, 50,Total Wait, 8,	Wait at Stop, 6,	Time on bus, 2,
Name, Belobeais,Destination, 50,Total Wait, 7,	Wait at Stop, 5,	Time on bus, 2,
Name, Xanorbisator,Destination, 50,Total Wait, 5,	Wait at Stop, 3,	Time on bus, 2,
